id,order_status,total_price,order_paid,day,time,quantity,product_id,product_name,unit,mode_delivery,merchant_id,productImg
216,4,30,0,Wed,3:23:18 PM,0,1174,Coconut candy,Pek,1,671,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/671-1602977072894.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T072225Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=47499cbd97275420ea2d5f2956e54233b62f50f0b6d4d034bc3667cab9f39f8d\"""
217,3,44,0,Wed,7:48:32 PM,2,2216,Spicy prawn,Unit,1,1148,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1148-1603219094599.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T114742Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=9343c537cf46d326e5372a5e611bbbc68597b50775e0235c4439b6f8cae0192d\"""
218,11,10,1,Wed,7:58:20 PM,1,109,Keropok lekor vacuum,Pek,1,93,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/93-1602757977674.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T115736Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d15529237b3ef2c8fec98c09598ed017ce234b1c997bd0195318395fa059abac\"""
219,11,18,1,Wed,8:02:32 PM,1,2161,Pes Nasi Arab (Arabian Kitchen) [500g],Pek,2,1114,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1114-1603204230091.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T120154Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=917f6bdce11de40d732ed87635775f6880e0ee98e7497d1390175865538a58b6\"""
220,3,10,0,Wed,8:15:24 PM,1,2526,Bawal Shimmering Matte,Unit,2,1266,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1266-1603279745103.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T121401Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=2885f3e89d494095f5bb898338d8682f1c36865358137cb8b313315618948b52\"""
221,11,61,1,Wed,8:20:19 PM,1,2202,Double Bawal cotton giftset PIZISANExclusive GIFT,Pek,1,1144,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1144-1603214509480.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T121816Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=acbd27251d105e4486f55fd9196a75dd7656310b0105eeee191aae4f6ea74029\"""
222,4,10,0,Wed,8:21:37 PM,1,2526,Bawal Shimmering Matte,Unit,2,1266,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1266-1603279745103.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T122109Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b0f115c0586d852f6a40745dd9939793a1e0ac84442aa1dda9ab6318b123e958\"""
223,11,0,1,Wed,8:42:34 PM,0,2510,Soft blue happylalashop Bawal cotton single item gift,Pek,1,1255,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1255-1603277502810.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T124206Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a45ce462bb7b0f38ff92114266c710963e0a01a8c40406fbbd92c4e5ef69cda2\"""
224,11,25,1,Wed,8:44:55 PM,1,2510,Soft blue happylalashop Bawal cotton single item gift,Pek,1,1255,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1255-1603277502810.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T124433Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=82f817c097cb35f450fbde8c731baedbe35542444b11f9115408167eb5144f8e\"""
225,11,15,1,Wed,9:40:27 PM,1,2057,Lasagna Dellizia,Pek,2,1056,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1056-1603192379890.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T133959Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=0a2f8a0106d87780102c4f6033607e79c6ef00d9269cb03b2d940301002c0d35\"""
226,11,10,1,Wed,10:17:48 PM,1,810,Ice Bars perisa Markisar dan Nenas,Pek,2,487,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/487-1602836431249.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T141643Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b0288e45fe1d506835b7983cc945217613ebb0e02fb66a48d69dd3e6c3fb508f\"""
227,11,25,1,Wed,11:37:24 PM,5,1644,Ayam Goreng Kunyit Sambal Puaka,Pek,1,868,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/868-1603116868512.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201021%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201021T153646Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=f524bbbbcae411a94bf298a62a6049f2fe3998fc0439b5bc96992f6c6745f1cd\"""
228,4,12,0,Thu,11:00:55 AM,1,654,Nasi goreng kampung (Set promo),Unit,2,106,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/106-1602824335231.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T025847Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=cfaacc534e29bbdd6d44136381e2be36b7bb212d742b086d2b656ae20b0d65c8\"""
229,11,18,1,Thu,11:18:39 AM,1,1184,Muruku,Pek,1,671,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/671-1602903836337.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T031627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=6cb0d6b81b4fac100491f1e0b4a4191d6259a184da08da4e60e7093e03bf2056\"""
230,4,18,0,Thu,11:24:26 AM,1,1180,Ubi Masin,Pek,1,671,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/671-1602903548399.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T032313Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=ed2af1e76d55463d8f68b6f5141e22e83331476809d22236066fa72bfebbf442\"""
231,8,11.5,0,Thu,11:49:28 AM,1,1536,Ayam Berempah,Unit,2,813,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/813-1603005488297.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T034810Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=449a2bf7a2b2cfa0f640e575f1c1388ccc99b065b8be6e28dab78bf932b8a218\"""
232,11,7.5,1,Thu,1:10:09 PM,1,2760,Nasi Daging Kerutuk,Unit,1,1034,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1034-1603343103957.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T050928Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d0bf243610de944ab65d025d5597ddd67f0ebe60276e51ce7880742d22582db0\"""
233,11,5.5,1,Thu,1:40:28 PM,1,2003,Nasi Ayam Goreng Berempah,Unit,2,1034,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1034-1603186557549.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T053944Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c0cb6139ea5275cb81c9de5624ad58add286831a6bfa1fbfd1550fa89709a63a\"""
234,11,6.2,1,Thu,2:50:32 PM,1,2792,Original Coconut Shake,Unit,2,1351,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1351-1603347742793.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T064946Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b944c42edb99d5653236c63f57702ad1a88af2d7d837b093fe5b6f33e719c72c\"""
235,4,43.6,0,Thu,4:50:33 PM,2,2652,Set Gerang Asam Daging,Unit,2,1307,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1307-1603302964694.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T084801Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=1a6a4dd132ce0c2f632477254d753ccc0285824f431ed0a0ed009383b52d9221\"""
236,11,16,1,Thu,7:59:37 PM,1,2711,G!LERPOP CHEESE,Kg,2,1325,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1325-1603334930524.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T115911Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=19b5efb97b154a593dfa001ccac19263c7efbcec0534cffb4c83ef8661ecb128\"""
237,10,6,0,Thu,8:20:10 PM,1,2851,NASI AYAM LEGEND,Pek,2,1385,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1385-1603368787230.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201022%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201022T121926Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=37a779126a13125e5527932a6306afa77c7713487d9bcbfb34377b3d950c4638\"""
238,4,20,0,Fri,10:01:31 AM,1,1954,Curcumin turmeric powder (serbuk kunyit aali),Pek,1,999,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/999-1603183104595.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T020047Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=5fa61d747a5e419c4825625fba853842312fc9e6b6cc6c27e61203962728c310\"""
239,4,45,0,Fri,10:09:45 AM,3,241,Balm Bidara Life,Unit,1,164,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/164-1602766517156.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T020925Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=6b307f1b820c8871a26423f1437b75ff367604e9a29e92df894a7f1ae19b97b2\"""
240,11,3.6,1,Fri,10:53:16 AM,1,1732,Bunco 0.7 lead,Unit,2,823,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/823-1603169745911.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T025204Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=df7de1a79a8b5349a0a82e2a8af4ef1f510b1908cda9923ff979667f71dab158\"""
241,10,7,0,Fri,10:57:05 AM,1,93,Komik by Zint,Unit,1,80,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/80-1602756710348.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T025559Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=0e8c5c71d868efc30d4b4bc6e1ceef3e37141b38763736693f41aee5656cacf0\"""
242,11,5,1,Fri,11:02:33 AM,1,3047,Tetikus,Unit,2,1155,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1155-1603421987923.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T030221Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d966aa462e163d4359af4675662dc1126a8ba0ab6382c824dcd21f0c8baa572d\"""
243,11,5,1,Fri,11:21:24 AM,1,3047,Tetikus,Unit,2,1155,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1155-1603421987923.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T032112Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b5cf5166e65c0099d154755e306beb20866f285cd623d561ca6ef31dc98403f1\"""
244,11,4.9,1,Fri,11:25:29 AM,1,3034,Ummi Care,Unit,2,1405,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1405-1603419511290.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T032422Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=f996def665979bab835f91a22254413c29efafbbbf4dc8bac190cdee309e21aa\"""
245,11,5,1,Fri,11:39:21 AM,1,3047,Tetikus,Unit,2,1155,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1155-1603421987923.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T033857Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=2f1dc95f9293d97f2713cfc9a902f9c8f8f3fb0ab78cf87418fbfeb651966725\"""
247,11,13,1,Fri,12:25:46 PM,1,2353,Pau Original,Unit,2,404,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/404-1603253418055.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T042511Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=eb7497529f027d53f5d5579c01b09d292db5837ae44f9d07e9a53b4d54acdaff\"""
248,11,5,1,Fri,12:33:40 PM,1,3047,Tetikus,Unit,2,1155,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1155-1603421987923.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T043334Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d575328c7db5c7ea10670b7ce19e7509bef42da1dfdc2f69bba46b0892dbd8f1\"""
249,11,10,1,Fri,12:45:19 PM,1,2366,Pau Coklat,Unit,2,404,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/404-1603255103918.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T044453Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=24221474798107a3fd870d89785401ad24fd152b93e3c13ae6db619afe487f37\"""
251,4,15,0,Fri,1:54:07 PM,1,814,Keropok Lekor Crispy Asli Terengganu,Kg,1,489,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/489-1602836914055.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T055348Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c649e83988bf8cf4f8de9f26e52b0d9cbd06468b57f69a07b354a7757ce1c2e8\"""
252,4,26,0,Fri,2:02:18 PM,2,457,500ml Mini Jumbo Caramel Latte,Unit,1,63,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/63-1602807246915.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T060042Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=af677bdaea6a60ce350d3710a56de742dd70c840b84849fed574f4d4890df36b\"""
253,11,20,1,Fri,3:21:13 PM,1,3016,Choc Moist Cake,Unit,2,1447,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1447-1603417834943.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T072002Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=21a56efb25ecafe563acd99257d5bb207e6327d605356288a6ed440077c4606a\"""
254,11,9.9,1,Fri,3:22:48 PM,1,3026,Warigh Burger & Fries Podeh,Unit,2,1447,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1447-1603418495759.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T072220Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d1e6de14bda089f75099ae1b0a0b4babc93691d09b4122220f32e7593f09b50c\"""
255,11,60,1,Fri,3:24:18 PM,1,3018,Red Velvet Cake,Unit,2,1447,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1447-1603417972985.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T072314Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=8d845be85ead8c7761e34aca817b6c01411491bdf5e876999484f8a6eab46aaf\"""
256,11,18,1,Fri,5:01:20 PM,1,2999,Bawang Rose Goreng Rangup,Kg,2,1447,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1447-1603416560585.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T090033Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=fc747088a3059270cb291390b6980a215ac24536aa02d5cbed89ebb465448a57\"""
257,4,12,0,Fri,5:06:21 PM,2,2566,Bakso biasa,Pek,1,1276,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1276-1603283730752.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T090520Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7cd815863264718e1663eb82ec076f59ff7f4be381ed6fce6f24920e9b87ca23\"""
258,8,37,0,Fri,7:31:59 PM,1,1408,Dimsum Mix (6 flavours) 1KG,Kg,2,764,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/764-1602982064095.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T113126Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=472bef825ae6cd2efda65d07a6a0054b827218955c408cb9460172a73554b410\"""
259,10,60,0,Fri,9:56:39 PM,1,3068,Sambal itam pahang,Kg,1,1470,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1470-1603428837614.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201023%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201023T135557Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a7bf9fd68db794efd60156772006cd79d86851d3a91bcb71c1016c1c2c64ec9a\"""
260,4,12,0,Sat,8:58:47 AM,2,566,Kebab JumpBunk,Unit,1,366,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/366-1602817930894.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201024%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201024T005752Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=67e26020ebd3cc98967d56b8d3348e4845aa125726f64626116b48ee04cf7f2b\"""
261,4,120,0,Sat,12:16:58 PM,1,3294,Haram Freshener,Unit,1,1587,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1587-1603512499089.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201024%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201024T041546Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c2adbf459d97b57b0e8ad37d59274132483df6c1ee4461cd6d855fe59a8f22ce\"""
